AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Churn_Value
62,11.00106285,682.0658966,Basic,,Yes,Both,No,Computer,3.872129326,133.5184398,22,Comedy,1.053246765,0,Female,6,Yes,,BMKC2PJE7U,0,
6,7.153641034,,Standard,Electronic check,Yes,Both,Yes,Computer,8.012984647,113.3610159,48,Fantasy,3.854250804,7,Male,11,Yes,,191490BP7I,0,
93,10.19002962,947.6727549,Basic,Bank transfer,No,Both,No,TV,38.08542264,101.0557363,42,Comedy,,0,Female,18,Yes,,66V1KPHQMM,0,
30,12.16971708,,Premium,Credit card,Yes,Both,Yes,Mobile,5.54222692,68.76965173,41,Drama,2.691152923,6,Male,9,Yes,,G55J3RXYSJ,0,
5,8.918884997,44.59442499,,Bank transfer,No,Movies,No,TV,29.14832344,89.33032327,4,Sci-Fi,,5,Male,13,Yes,,CLJPBTJR01,1,
94,7.626840925,,Basic,,No,Movies,No,Computer,15.50263451,32.64060755,9,Action,2.377997566,1,Male,9,No,Yes,RFQJOFKVYH,1,
85,,728.869204,Premium,Bank transfer,Yes,TV Shows,No,Mobile,37.90154614,140.9532847,8,Comedy,2.897521029,2,Male,0,No,,TCI2ZYA2OH,0,
49,14.96593141,733.3306391,Premium,Credit card,No,Both,No,TV,34.25518684,88.39879326,38,Fantasy,,6,Male,18,No,,QTQ705NK8P,0,
98,17.5674048,1721.605671,Standard,Credit card,No,Movies,Yes,Tablet,12.68955631,96.42690087,1,Comedy,2.063543029,3,Male,18,No,,6OAKAQPYJI,0,
34,18.32147921,622.930293,Standard,Credit card,Yes,Both,Yes,Computer,27.90326643,56.93922885,9,,2.689210112,0,Female,1,Yes,,X8S5TM85UM,0,
109,13.1858775,1437.260648,Premium,Electronic check,Yes,Both,Yes,TV,20.027451,55.3818715,39,Sci-Fi,1.725705837,4,Male,2,Yes,Yes,YSXKQ3NPQY,0,
106,10.23545292,1084.958009,Basic,,Yes,Movies,No,Mobile,1.476191971,111.611972,10,Comedy,3.97489169,9,Female,2,Yes,Yes,AWOJ9P08XG,1,
9,19.00963683,171.0867315,Basic,Electronic check,Yes,Both,No,Mobile,14.13959531,104.3774409,29,Action,3.257769638,0,Male,10,No,Yes,4HWEZXFWH7,0,
27,9.704060053,262.0096214,Premium,Electronic check,No,Both,Yes,TV,2.095646565,132.4632055,24,Drama,,7,Female,11,No,,08SXSQQO8U,0,
116,14.56517492,1689.56029,Standard,,Yes,Movies,Yes,TV,19.06038495,111.7958462,39,Action,3.914221938,2,Male,5,No,,FU217ZFBHN,0,
66,18.63775103,1230.091568,Premium,Bank transfer,No,TV Shows,No,Mobile,9.234129416,166.0504758,2,Action,2.319555041,9,Male,13,No,No,OX3OJ9LAOC,0,
44,12.7465546,560.8484022,,Electronic check,No,TV Shows,Yes,Computer,6.587382518,147.2456685,13,Action,2.601699941,5,Male,16,No,,768I1YHH7G,0,
82,,1480.443582,Premium,Credit card,Yes,TV Shows,Yes,Tablet,2.251525328,32.93240275,38,,1.657997085,8,Female,24,No,,VLBQICLTAV,0,
12,13.7695569,165.2346828,Basic,Credit card,Yes,TV Shows,No,Mobile,35.65509565,120.3266358,40,Action,3.969553741,7,Female,12,Yes,,WWD6Y3ULXF,1,
3,15.45744072,46.37232215,Standard,Bank transfer,Yes,Both,Yes,TV,30.66081031,179.2337024,13,Comedy,,5,Male,9,No,,2S21P19IE6,0,
90,5.594978677,503.5480809,Premium,Credit card,Yes,Both,No,TV,19.38040521,58.70349873,39,,1.956337991,2,Male,10,No,,S96XIOR9FL,0,
49,5.2234862,255.9508238,Standard,Electronic check,No,Movies,No,Mobile,17.70975366,58.95425805,27,,1.042814778,6,Male,1,No,,G5BUY00PBY,0,
80,,732.4327426,Premium,Electronic check,Yes,TV Shows,No,Computer,17.42052387,80.98677639,22,Comedy,,0,Male,10,Yes,,FGMG7KDSFT,0,
20,7.702870792,154.0574158,Basic,,No,Both,No,Computer,4.422933327,16.21840675,45,Drama,3.838567826,2,Male,6,No,No,YRVS588TVB,0,
70,13.90492367,,Standard,Credit card,No,Both,No,TV,9.938960681,53.21801254,12,Fantasy,1.759799638,9,Male,23,No,,FFEZ8R3G30,1,
32,18.37299144,587.9357259,,Bank transfer,Yes,Both,No,TV,34.78813987,179.7520235,44,,3.370744895,3,Female,19,Yes,,R9VPT2RPRA,0,
99,,,Standard,Bank transfer,No,TV Shows,Yes,Computer,16.94662251,89.95777355,33,Drama,1.724816478,7,Female,23,Yes,,ZKH0WXMBF8,1,
2,,35.45376784,Standard,Credit card,Yes,Movies,Yes,TV,27.88002795,161.784377,39,Sci-Fi,1.89646722,2,Male,0,No,,SSD3NJ3SCF,0,
25,17.78024501,444.5061252,Premium,Credit card,Yes,Both,Yes,Tablet,15.50790387,105.6218531,5,,4.92568755,0,Female,14,No,,O1DY5I2K38,0,
2,,36.53024825,Standard,,No,TV Shows,Yes,Computer,34.28306563,75.1127255,13,Fantasy,2.331878882,8,Male,15,No,,TGEF0EK30G,1,
42,19.76660767,,Standard,Bank transfer,Yes,TV Shows,Yes,Computer,16.17375208,68.74974897,42,Fantasy,1.552485826,4,Female,2,Yes,,215HXHXMIP,0,
9,5.810228268,52.29205441,Standard,,Yes,Both,No,Mobile,25.13603396,12.24514444,1,Fantasy,2.71862981,2,Male,1,No,,F144Y0MZYF,0,
113,,1015.570769,,Electronic check,Yes,TV Shows,No,TV,27.02709363,95.28086406,2,Action,2.818623456,9,Male,15,Yes,,9Q7PGYX2ML,0,
36,,,Premium,Credit card,No,Both,No,Mobile,8.673304111,42.30847207,17,Comedy,3.7293346,7,Male,19,Yes,,5S8VIJ1SPR,0,
12,16.67472077,200.0966492,Standard,,No,Both,Yes,Computer,12.74468898,59.52846283,11,Action,3.166832767,7,Male,3,No,,BSJOYKXFOF,1,
37,7.119745185,263.4305719,Basic,Bank transfer,Yes,Movies,Yes,Tablet,5.809649449,153.979709,34,Action,,9,Male,4,Yes,,5QHZAWJTSK,0,
90,13.18911776,1187.020598,Premium,Credit card,Yes,Movies,Yes,Mobile,25.29139954,81.6431563,9,Drama,1.017080838,1,Female,2,No,,FWE2IWZ2IY,0,
8,9.776640944,78.21312755,Premium,Bank transfer,No,TV Shows,Yes,TV,24.27898843,55.37462029,12,,,2,Male,23,No,,R5WTS42FQX,0,
88,15.86805955,1396.38924,Premium,Electronic check,Yes,TV Shows,No,Mobile,23.8031895,27.22156854,2,Comedy,1.464379489,6,Female,13,No,,AFSTLSA6VX,0,
97,12.24091967,1187.369208,Basic,Credit card,Yes,Both,Yes,TV,3.757465902,69.12565754,49,Fantasy,,1,Male,2,Yes,,7PFAESWLUG,0,
76,7.355371287,559.0082178,Basic,Mailed check,No,Movies,No,Mobile,10.43156433,139.3186329,26,,3.041006641,2,Female,2,No,,CP0X04KOHF,0,
89,8.685508092,773.0102202,Premium,,No,Both,Yes,Tablet,1.693786695,82.14212764,17,Fantasy,1.000181141,7,Female,10,Yes,,UX0P88HD6V,0,
70,8.912613505,623.8829454,Premium,Credit card,Yes,Both,Yes,Tablet,19.49612246,5.534880667,29,Comedy,2.163977649,9,Male,11,Yes,,88RTQHPWSG,0,
68,14.44025529,981.9373596,Standard,,Yes,Movies,Yes,Mobile,35.89304932,9.268435544,25,Drama,4.288308432,2,Female,3,No,,5OCID8BHEW,0,
74,,414.260322,Premium,,Yes,TV Shows,Yes,Mobile,14.37624093,128.0712825,20,Drama,4.518431759,1,Male,20,Yes,,YUFCD3JN10,0,
12,16.31422892,195.7707471,Standard,Credit card,No,TV Shows,Yes,Computer,22.71824589,70.555487,44,Sci-Fi,1.17416538,9,Male,4,No,,Z063Z6FRXV,0,
26,14.13270737,,Standard,Bank transfer,Yes,Movies,No,Mobile,14.41868216,103.2589207,1,Fantasy,1.755556013,0,Male,23,No,,V7MPOFNWOL,0,
48,12.47692038,,Premium,Bank transfer,Yes,Both,No,Mobile,33.93557501,129.4565507,24,Action,,4,Male,17,No,No,OLOK1MPMO0,0,
8,7.044229777,,Premium,Electronic check,No,TV Shows,Yes,Computer,39.69461475,96.73984767,47,Action,1.684984431,1,Female,3,Yes,,0SP0JX7K3P,0,
87,5.857584262,,Standard,Credit card,Yes,Movies,Yes,Mobile,32.73717025,175.4119686,28,,,8,Male,0,Yes,,TFCWJR9ERG,0,
79,9.076915258,,Standard,Credit card,No,TV Shows,No,Tablet,20.3148163,142.2285846,25,,4.925269988,4,Male,3,No,Yes,OEQMIG31TH,0,
28,17.29895331,484.3706927,Premium,,Yes,Both,Yes,TV,14.46124179,119.5886567,3,Action,2.983964822,5,Female,7,Yes,,7J5ERF1RP7,1,
29,19.7730644,,Premium,,Yes,TV Shows,Yes,Computer,32.26727065,104.1917407,28,Drama,2.124282813,7,Female,3,Yes,,VZNFPQ7OPL,0,
97,7.526143641,730.0359332,Premium,Mailed check,No,TV Shows,No,TV,2.906560667,165.0296321,46,Action,3.119507649,8,Female,3,Yes,,AYRVF49YC9,0,
31,10.57937646,327.9606703,Basic,Mailed check,Yes,Both,No,Tablet,7.10337319,93.60951446,48,Fantasy,4.110661851,1,Female,13,No,,6NXDS63B13,0,
62,,698.1092468,,,No,Movies,No,Computer,38.91737004,49.83536569,37,Action,2.120500022,7,,11,Yes,No,H6VMPX84E9,0,
94,9.334496818,877.4427009,Premium,Bank transfer,Yes,Movies,Yes,Computer,38.8440241,109.4666771,14,Fantasy,,7,Female,14,No,,BLGA7AOJHI,0,
40,7.73824531,,Premium,Bank transfer,Yes,Both,No,TV,26.92223581,99.97950656,17,Action,2.011069325,2,Male,11,Yes,,V36SY33B4H,0,
64,,1273.924665,Premium,Electronic check,No,TV Shows,No,Mobile,7.817863953,87.88249095,9,Action,4.273986838,9,Male,7,No,,LB2MHX8FEB,0,
96,,1158.950932,Premium,Bank transfer,Yes,TV Shows,Yes,TV,3.089016573,166.4527746,37,,4.716338837,2,Female,2,Yes,,YC0L35CZIF,0,
116,15.57769699,1807.012851,Standard,,No,TV Shows,No,Mobile,36.92422838,91.56048306,15,Sci-Fi,3.535111823,9,Female,3,No,,X6S7FH7IWY,1,
58,,696.1261035,Basic,Electronic check,No,TV Shows,Yes,TV,2.096493567,21.8347468,48,Comedy,,3,Male,17,No,,DACORV2BKQ,0,
13,18.30305654,,Premium,,Yes,Both,No,Mobile,16.3964484,24.52157367,44,Sci-Fi,4.120705228,0,Male,1,No,,N5TQ6QRKTP,0,
110,18.57939771,2043.733748,Standard,Credit card,No,Movies,Yes,TV,3.52168853,103.220908,0,Drama,2.943234537,2,,2,No,,5XB2ABJNMG,0,
28,18.35375206,513.9050577,Premium,,Yes,TV Shows,No,Tablet,8.725930398,7.649101236,5,Comedy,1.158020167,8,Male,21,Yes,,99JDHBH75L,1,
15,13.56415522,203.4623282,Premium,Electronic check,Yes,TV Shows,No,,18.14778197,110.8069522,10,Drama,,7,Female,15,Yes,,ZF9I4H4P59,1,
69,9.323831352,643.3443633,Basic,Credit card,Yes,Both,Yes,Computer,25.92477351,84.00101508,38,Action,2.153326951,1,Female,18,No,Yes,99JBII1AWD,0,
105,14.24683607,1495.917788,Standard,Bank transfer,Yes,Movies,Yes,Tablet,12.05735822,92.36419632,4,Fantasy,,9,Female,12,No,,D17A5U1OJS,0,
63,9.72047473,612.389908,Premium,,Yes,Both,Yes,Computer,15.59196412,17.34714669,35,Sci-Fi,1.035078157,0,Female,2,No,,MX66HEBBSJ,0,
112,19.8589319,2224.200373,Premium,Bank transfer,No,Both,Yes,Computer,13.00460878,68.58821093,19,Fantasy,,8,,4,No,No,FMP6QS9A7C,0,
35,18.39223427,,Premium,Electronic check,Yes,TV Shows,Yes,TV,12.97073985,163.4468873,9,,3.58358421,6,Female,10,No,Yes,E2IE1IRI9S,0,
7,,,Basic,Credit card,No,TV Shows,No,TV,29.35409533,64.34250748,4,Drama,,9,Female,0,No,,V2Z7KTL03M,1,
1,11.5828817,11.5828817,Standard,Credit card,No,Both,Yes,,2.29881631,76.09527183,44,Sci-Fi,2.955194167,8,Male,4,No,,6913KN86KU,0,
53,6.447270605,341.7053421,Standard,,Yes,Movies,No,TV,30.42498007,18.9511822,20,Sci-Fi,,9,Male,1,No,,LXNJ66WZ7B,0,
37,,600.0889638,Basic,Bank transfer,Yes,TV Shows,No,Computer,3.547012856,158.702032,25,Sci-Fi,,0,Female,12,No,,ALYMWR7W6O,0,
44,17.03210471,749.4126072,Standard,Bank transfer,Yes,Movies,Yes,Computer,3.702542849,99.62172951,19,Fantasy,1.557271813,1,Male,16,Yes,,YIDW19N83Z,0,
107,9.840610913,1052.945368,Premium,Credit card,Yes,Both,No,Computer,5.27585295,23.42776082,47,Action,,5,Male,19,Yes,,E983P7PY52,1,
19,6.961005494,132.2591044,Premium,Bank transfer,Yes,Both,Yes,Computer,11.12360345,151.3147785,46,Drama,4.294037368,0,Male,24,No,,LCQ99APM9V,0,
24,15.13947828,363.3474786,Standard,,No,TV Shows,No,,24.36414542,68.72747333,48,Action,3.038646084,1,Male,21,Yes,,1HTWTCLURB,0,
17,17.47098797,297.0067955,Premium,Bank transfer,Yes,TV Shows,No,Mobile,29.32176291,106.3673485,6,Drama,2.142336899,1,Female,12,Yes,,6OB63KC191,0,
73,12.04051229,878.9573972,Standard,Bank transfer,No,TV Shows,Yes,Computer,6.036429616,16.47713868,47,Drama,1.436425073,6,Male,16,No,,IBFCQKDH1T,0,
94,,777.5842213,Premium,Credit card,Yes,Both,Yes,Tablet,38.1439852,142.8754309,21,Drama,4.182221523,5,Male,0,No,Yes,ZV78E41WP4,0,
53,6.925092846,367.0299208,Premium,Credit card,Yes,Both,No,,5.394655552,64.57486728,8,Drama,4.584438516,0,Female,8,Yes,,7VEWYVW0OE,0,
28,10.90056007,305.2156821,Premium,Electronic check,No,TV Shows,No,TV,11.07614867,11.91737676,14,Drama,1.57422736,9,Female,14,Yes,,79I6EYWF7V,1,
11,,144.6304077,Basic,Credit card,Yes,Movies,No,Mobile,1.466302301,128.9092853,46,Sci-Fi,2.487704331,8,Male,8,Yes,,5WET5CW3YP,1,
60,17.45306452,1047.183871,Standard,Electronic check,No,Movies,No,Mobile,2.70370876,118.7910063,40,Fantasy,3.445155002,8,Female,13,No,,9Q1P61OLQP,0,
111,17.97268094,1994.967584,Standard,,Yes,Movies,No,Mobile,39.38288501,51.28917995,21,Action,4.976389742,4,Male,9,No,,ORTIRMKBBH,0,
114,18.93599882,2158.703866,Standard,,Yes,Both,No,Tablet,20.31370857,8.884336656,26,Comedy,4.164570461,2,Female,1,No,,I7T48I0NC7,0,
77,17.72534867,,Premium,Bank transfer,Yes,Both,Yes,Mobile,7.173032627,81.17693489,38,Sci-Fi,,2,Male,21,No,,WW6U8YQ5DL,0,
62,7.424946841,460.3467042,Premium,Credit card,No,TV Shows,No,Computer,15.06630274,68.13473039,30,Fantasy,1.265363974,6,Female,13,Yes,,CV9FGMWS9E,0,
27,16.09704491,,,Credit card,No,Both,No,TV,18.66144152,134.3286264,11,Comedy,2.69723729,0,Male,8,Yes,,EY29CCDIS2,0,
84,7.874547284,661.4619719,Premium,,No,Movies,No,TV,11.17857016,47.769162,11,Action,3.896390081,5,Female,13,No,,Y7HJ3BEVOR,0,
91,14.76816364,,Basic,Electronic check,Yes,TV Shows,No,Mobile,28.16165388,133.404229,3,Fantasy,1.501512459,0,Female,15,No,,RD5FFJ532Q,0,
57,6.705564802,382.2171937,Premium,Electronic check,Yes,Both,Yes,Mobile,2.829470233,48.66256055,32,Fantasy,2.567352648,2,Male,1,No,,Z1SDMRYG3K,0,
108,15.02274097,1622.456025,Basic,Electronic check,Yes,Movies,No,Computer,28.56864618,35.2227116,33,Sci-Fi,,4,Male,16,Yes,,PANUHY0K9R,0,
7,8.927906145,62.49534301,Basic,Credit card,No,TV Shows,Yes,Tablet,15.51652151,97.71186142,20,Sci-Fi,,1,Female,19,Yes,,SKB6Q90WV3,1,
47,13.10294945,615.838624,Basic,Credit card,No,Both,No,Mobile,21.92149095,40.24045622,46,Sci-Fi,3.178695942,1,Male,8,No,,4468G8KNMM,0,
30,15.20546846,,Standard,Bank transfer,No,TV Shows,Yes,,21.53564006,74.05831383,46,Sci-Fi,4.499442217,9,Female,15,Yes,,5W8I9QOUMH,1,
85,,573.1982368,Basic,Bank transfer,Yes,Movies,Yes,Computer,6.793497754,82.97418684,13,Action,1.493633559,6,Male,0,Yes,,C08JO27O1S,0,
105,12.69036593,1332.488423,Standard,Bank transfer,Yes,Both,Yes,,9.161204139,118.1014908,40,Drama,4.718125947,7,Female,1,No,,MGHLPNA0DB,0,
51,,735.1257884,Basic,,Yes,Both,Yes,,9.153633432,132.3591788,19,Fantasy,,4,Female,2,No,,T91XWC5Z8S,0,
73,,649.8423839,Premium,,Yes,TV Shows,No,,24.11138638,159.2488958,4,Comedy,1.209440558,4,Male,18,Yes,,O04GL1CJXC,0,
46,12.0585702,554.6942293,Basic,,No,Movies,Yes,,21.33410001,104.3775834,28,Drama,,8,Female,17,No,Yes,Q8FHDK59AH,1,
7,12.9425284,90.59769882,,Credit card,No,Both,No,Mobile,31.08018396,92.78145147,29,Comedy,,8,Male,6,No,,LU1UWBW0SJ,0,
71,,560.3703222,Premium,,No,Movies,Yes,TV,27.68981709,53.99670328,32,Fantasy,1.687620844,5,Female,11,No,,B4X6BWEJ3O,0,
94,9.869606638,927.743024,Basic,Electronic check,Yes,TV Shows,Yes,Computer,24.52595326,50.92253491,44,Comedy,,4,Male,10,No,,BXICXP3AD7,0,
23,9.335622828,214.719325,Basic,Mailed check,No,Both,No,Mobile,37.11696584,47.78624091,45,Comedy,4.57786409,9,Male,22,Yes,,3HSZUJ4N4F,0,
65,5.49164353,356.9568294,Premium,Bank transfer,No,TV Shows,Yes,Computer,39.94018885,59.35370564,19,Action,4.337731845,1,Female,23,Yes,,SWD7LYTD9E,0,
73,,1136.77693,Standard,Electronic check,Yes,TV Shows,Yes,Computer,27.17135311,8.497119928,36,Comedy,1.22403005,4,,16,Yes,,WNYX39NL5W,0,
118,11.3120024,1334.816284,Premium,Credit card,Yes,Movies,No,Computer,18.56298186,82.05478998,21,Action,1.055106542,5,Female,21,Yes,,PAPP9BNPZA,0,
89,8.182721984,728.2622566,Standard,Credit card,No,Movies,No,Mobile,19.77449412,156.4381446,16,Sci-Fi,1.880752513,7,Female,13,No,,3G8L5NAW23,0,
105,8.885810412,933.0100933,Premium,,Yes,Movies,Yes,Computer,6.650081274,106.3774429,29,Action,2.868028541,7,Male,24,Yes,,1KB02AC1A8,0,
97,10.5775804,,Basic,Credit card,No,TV Shows,No,TV,37.56044782,58.20395971,20,Fantasy,3.154774122,9,Male,17,Yes,,KJ4SW2VMY4,0,
39,16.89281272,658.819696,,Bank transfer,Yes,Both,No,Mobile,32.41816435,71.23048862,11,Comedy,1.76908557,0,Female,9,No,,84IZQT91G0,0,
106,9.755786913,1034.113413,Basic,Electronic check,Yes,Both,Yes,Mobile,31.80976824,176.0624604,46,Sci-Fi,,6,Male,20,No,,VCUEFFSXD0,0,
88,,1033.969116,Standard,Bank transfer,Yes,TV Shows,Yes,TV,6.93061752,32.31734184,36,Comedy,1.046685832,2,Male,21,Yes,Yes,BDVE7NSJGZ,0,
69,15.30343162,,Basic,Credit card,No,Both,Yes,Computer,19.81752655,47.57057014,39,Comedy,2.160314796,3,Male,24,Yes,Yes,KS4HZSUQP3,0,
106,12.80810791,1357.659438,Standard,Mailed check,Yes,Movies,No,TV,28.16452974,96.2843738,21,Drama,,4,Male,10,No,,UR74N2FR4T,0,
37,13.88262363,513.6570743,Basic,Credit card,Yes,Both,Yes,Computer,36.95793953,85.52221185,36,Comedy,3.385729137,2,Male,16,Yes,,UODYGBU9LQ,0,
76,,,Standard,Electronic check,No,Both,Yes,Computer,31.52919397,137.3661366,16,,,8,Female,4,No,,66I6XTWLX8,0,
62,19.66108872,,Basic,Bank transfer,Yes,Both,Yes,TV,38.79163832,66.30844388,41,,2.239427119,7,Female,4,Yes,,MBW4492OHO,0,
82,,1441.256565,Standard,,No,TV Shows,Yes,Mobile,27.36317929,48.2358419,41,Fantasy,2.789069318,6,Female,12,No,,SEAZXTCVV5,0,
55,18.95784218,1042.68132,Premium,Credit card,Yes,Both,No,Mobile,22.47139836,160.9807489,49,Drama,,4,Female,6,No,,0QNQARS50C,0,
109,13.85073543,,Standard,,Yes,Both,No,TV,29.54107789,155.4985476,32,Sci-Fi,1.695521785,0,Female,3,No,,RZUB4PA36O,0,
93,,,Basic,Electronic check,Yes,Both,Yes,TV,6.291089281,123.1828817,37,Fantasy,2.213698778,5,Female,19,No,,SC0PFQVRQP,0,
28,12.56763921,351.8938978,Standard,Electronic check,Yes,Both,Yes,TV,8.868128408,40.76469131,20,Fantasy,3.067584787,0,Female,20,Yes,,KO08A4M1MO,0,
78,12.76816316,995.9167265,Premium,Electronic check,No,Both,Yes,TV,13.15460582,23.91225734,40,Comedy,1.456896338,2,Male,13,Yes,,ZO073B6JIP,0,
37,8.406970361,311.0579034,Premium,Mailed check,No,Both,No,Mobile,5.669360091,144.8671488,43,Fantasy,4.028399453,5,Male,3,Yes,,VGPR4ZHOZK,0,
112,15.43065324,1728.233162,Premium,Bank transfer,Yes,Both,Yes,Computer,9.341575593,154.9118145,14,Action,,1,Female,21,Yes,,TDS79JX46W,0,
68,,439.9206654,Basic,Electronic check,No,Both,No,Tablet,36.05038931,103.3944471,22,Sci-Fi,3.526487904,7,Female,15,No,,ZY3BIDO8KR,0,
69,7.345694723,506.8529359,Premium,Bank transfer,No,Movies,Yes,TV,25.21440113,130.1977742,13,Drama,1.296345667,5,Male,3,No,,ID5EBX9Y32,0,
39,,460.9855606,Standard,Bank transfer,Yes,TV Shows,Yes,,11.7214901,112.3595935,29,Drama,3.015116099,2,Male,12,No,,AAPUO6PL66,0,
5,16.77890162,83.89450812,Standard,Credit card,Yes,TV Shows,No,Tablet,16.5997915,146.2807272,31,,,9,Male,14,No,,EZMIIGEQ6B,0,
50,10.81008494,540.5042469,Premium,,Yes,Movies,Yes,TV,12.41689461,151.1714981,5,Fantasy,,8,Female,2,No,,ZZ4G2TMF8P,0,
90,15.20870875,,Premium,Bank transfer,Yes,Movies,Yes,,15.19446306,14.35342959,3,Drama,2.043777149,2,Male,12,No,,YDZFY4XDSU,1,
99,9.945576014,,Standard,Electronic check,Yes,TV Shows,No,TV,27.434609,174.6498673,48,,,0,Female,16,Yes,,P7Z356X98F,0,
44,6.479454973,,Basic,Credit card,Yes,Movies,Yes,Computer,17.34225749,36.76798839,27,Action,3.95574787,4,,20,No,Yes,6OEX5I7KNV,0,
8,5.656137699,45.24910159,Premium,Bank transfer,Yes,Both,No,Mobile,33.08042823,11.71772088,4,Comedy,,0,Female,23,No,No,ARFC3VKEJ3,1,
64,10.63171116,680.4295141,Premium,Bank transfer,No,TV Shows,No,TV,36.35878503,170.2436827,47,Comedy,3.587985083,1,Male,6,No,,T68NQTTHB7,0,
76,11.96097604,909.0341789,Standard,Bank transfer,Yes,Movies,Yes,Computer,32.28181069,101.4019588,20,Action,2.786863709,4,Male,5,No,,7LMVU1UZ5R,0,
27,15.75110439,,Basic,Mailed check,No,TV Shows,Yes,Computer,38.60696758,47.59388028,33,,,4,Male,17,No,Yes,UAG9XD3D47,1,
96,17.31646482,1662.380622,Premium,Bank transfer,No,Both,No,Mobile,35.01896632,63.98424929,32,Comedy,,2,Female,6,No,,W60OAVLA7F,0,
5,,51.24043075,Premium,Credit card,No,Both,Yes,Computer,38.06189795,84.08697807,26,Drama,2.664996791,3,Female,6,No,,15LZ668ACH,0,
51,,590.0332035,Standard,,Yes,Movies,No,Tablet,1.689876001,136.427925,47,Comedy,3.178016186,7,,15,Yes,,6VN1H5NMZH,0,
74,17.36996513,1285.37742,Standard,,No,Both,No,Tablet,18.22073837,172.0649279,22,Comedy,4.936836033,7,Female,7,No,,LY9P4R42SL,0,
37,10.37932136,384.0348904,Basic,Credit card,Yes,Both,Yes,Computer,8.105231653,98.61734665,41,Fantasy,1.455761026,2,Male,4,Yes,,FW1PIPB7B1,0,
97,19.83052645,1923.561065,Standard,Credit card,No,Movies,No,Computer,37.23291496,105.770567,3,Comedy,,0,Female,24,Yes,,5GM6WR4QLT,0,
50,7.281704255,364.0852127,Premium,,No,Movies,No,TV,13.41099446,7.322200626,44,Comedy,4.624857352,4,Male,2,No,No,3TRZWIDJYO,0,
15,6.391937862,95.87906793,Basic,Credit card,Yes,TV Shows,Yes,,32.13755967,64.98724543,35,Sci-Fi,,8,Male,15,Yes,,PNHCK6FRBW,0,
29,12.99842661,376.9543716,,Bank transfer,No,Both,No,Computer,22.83463813,66.6195662,47,Drama,,5,Female,4,No,,GX1QDGUH7L,1,
47,17.72691809,833.1651504,Premium,Electronic check,Yes,Movies,No,Tablet,14.31789193,93.04958367,26,Drama,,6,Male,23,No,Yes,VKYB0IEH6R,1,
22,,,,Bank transfer,No,Movies,No,Computer,38.19381782,124.7604021,44,Drama,2.607315427,8,Male,3,No,,YHYDXDWGKJ,0,
29,10.21581992,296.2587778,Premium,Electronic check,No,Movies,Yes,TV,17.77621774,6.171950992,40,Comedy,2.544258996,3,Female,5,No,,0V7T4OUFKT,0,
34,,506.1767759,Standard,Bank transfer,No,Movies,Yes,Computer,22.88680095,96.27057426,11,Fantasy,,9,Male,12,No,,CLZ1M9MYQK,0,
82,8.590904341,704.4541559,Premium,,No,Movies,No,Computer,5.79103657,165.7680118,36,Action,3.414638906,5,Male,24,Yes,,97LVWKGWW4,0,
92,,1103.308473,Premium,,No,TV Shows,No,Tablet,21.96611521,15.38686749,12,Drama,,3,Female,23,Yes,,TAPMGBC8KI,0,
81,13.80257758,1118.008784,Standard,,No,Both,No,TV,32.89537725,13.44578039,26,Fantasy,4.432479969,1,Female,19,Yes,,KM3SRQLGCY,0,
68,,1194.85116,Basic,Electronic check,Yes,Both,No,Computer,3.818457378,70.95555302,14,Fantasy,,0,Female,9,No,,IG1BLL35T8,0,
68,,967.6157074,Basic,Electronic check,Yes,Both,No,Tablet,36.35321107,56.49716457,14,Comedy,2.783647021,0,Male,23,Yes,,9O9MMH2E4R,0,
6,12.2651027,73.59061617,Standard,Electronic check,No,Both,Yes,Computer,26.73110304,46.50343704,27,Drama,,2,Female,17,Yes,Yes,WPFR2Z3BXH,1,
22,19.72323182,433.9111,Basic,Bank transfer,No,Movies,Yes,TV,39.5558653,141.6633561,30,Sci-Fi,2.393111815,2,Male,22,No,,UW6DW8SH36,0,
51,,640.2066905,Basic,Mailed check,No,Both,Yes,Computer,23.92237362,167.6009751,18,Fantasy,,1,Female,6,No,,UUQ8BI65NE,0,
44,,,Premium,,Yes,Both,No,Mobile,15.36425482,43.35824587,31,Sci-Fi,2.875755813,4,Male,17,No,,28CGLM37E8,0,
52,,662.2276347,Basic,Credit card,No,Both,No,Mobile,2.711162056,19.28397815,30,Action,3.198726838,7,,0,No,,HOP2UB0UL3,1,
69,19.15949722,1322.005308,Basic,Credit card,Yes,Both,Yes,Tablet,11.24003289,8.963731806,11,Sci-Fi,4.381333233,0,Male,18,Yes,No,VXDDTDI22I,0,
65,11.03196329,717.0776135,Premium,,Yes,Both,No,Mobile,2.561072631,92.65459245,25,Fantasy,2.997518989,5,Female,6,No,,M2AA93U36X,0,
39,17.74202931,,Standard,Credit card,Yes,TV Shows,No,Mobile,32.46654574,48.73588755,20,Drama,1.954657421,4,Male,1,No,,5S2SA7GGCO,0,
