AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Churn_Value
55,12.22852232,672.5687276,Basic,Unknown,No,Both,No,Computer,14.31867098,165.3747235,25,Unknown,3.131941212,7,Male,9,No,Unknown,JXCF0T7PWE,1,
109,8.024188057,874.6364982,Premium,Unknown,No,Both,No,Tablet,1.032565759,73.872435,28,Sci-Fi,2.8983278864999997,3,Female,17,Yes,Unknown,1SEDHZRPXU,0,
117,18.62572815,2179.210194,Standard,Electronic check,No,Both,No,Tablet,15.47408792,140.2754708,17,Sci-Fi,3.348487274,5,Unknown,15,No,Unknown,3KLVFZM7OJ,0,
74,9.040513991,668.9980353,Basic,Electronic check,No,Both,No,Computer,30.11386785,130.5407418,44,Sci-Fi,2.315737562,2,Male,10,No,Unknown,68ZNRI2572,0,
77,12.16988764,614.1966064,Standard,Credit card,Yes,TV Shows,No,Mobile,35.74416676,135.2417352,42,Fantasy,1.545109569,9,Male,3,No,Unknown,W813C4GC5Q,0,
74,9.687673669,716.8878515,Basic,Bank transfer,No,TV Shows,No,Computer,10.06328467,68.1579254,34,Action,2.8983278864999997,5,Male,14,No,Unknown,570S7DXPHT,1,
89,11.53894308,614.1966064,Premium,Bank transfer,Yes,Both,Yes,Computer,12.59074548,171.2166008,19,Comedy,2.8983278864999997,7,Male,6,Yes,Unknown,UOVRUIE484,0,
110,13.27555667,1460.311234,Premium,Electronic check,Yes,TV Shows,No,TV,32.86360089,149.458285,35,Fantasy,2.462813066,6,Male,8,No,Yes,1QFYKNRAMM,0,
14,12.16988764,268.3102572,Premium,Credit card,No,TV Shows,No,Mobile,31.44414096,111.654335,47,Sci-Fi,1.681603952,4,Male,10,No,Unknown,FKYXDCALD8,0,
63,12.16988764,521.2231095,Premium,Bank transfer,Yes,Movies,No,Computer,27.96446805,8.537577247,4,Drama,2.8983278864999997,8,Male,3,No,Unknown,YFT2PG26WZ,0,
102,12.16988764,1797.555246,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,32.71206052,92.83601561,46,Drama,1.257418012,6,Female,22,Yes,Unknown,CS2FZRYU8L,0,
45,13.07321556,588.2947004,Basic,Bank transfer,No,Both,Yes,Computer,14.79340292,109.2614244,20,Sci-Fi,2.086339036,1,Female,13,No,Unknown,XQ9ABXGKJ2,0,
59,12.16988764,718.0233709,Basic,Bank transfer,No,Movies,No,Computer,28.54828622,32.3272776,14,Fantasy,2.8983278864999997,1,Female,16,Yes,Unknown,2320A0GXKQ,1,
115,5.683634966,653.6180211,Standard,Electronic check,No,Movies,Yes,TV,6.128048068,50.25908308,0,Fantasy,1.794444317,4,Male,22,No,Unknown,MGW74TNB92,0,
99,17.85679111,614.1966064,Standard,Electronic check,Yes,Both,No,Mobile,8.723655813,168.8003125,17,Action,4.456910703,9,Male,14,No,Unknown,V8CKCGJ5E8,0,
73,5.755528321,420.1535675,Basic,Mailed check,No,TV Shows,Yes,Mobile,26.87265849,121.8296205,40,Sci-Fi,2.26442864,4,Male,24,No,Unknown,S16BCT80VU,0,
62,11.00106285,682.0658966,Basic,Unknown,Yes,Both,No,Computer,3.872129326,133.5184398,22,Comedy,1.053246765,0,Female,6,Yes,Unknown,BMKC2PJE7U,0,
6,7.153641034,614.1966064,Standard,Electronic check,Yes,Both,Yes,Computer,8.012984647,113.3610159,48,Fantasy,3.854250804,7,Male,11,Yes,Unknown,191490BP7I,0,
93,10.19002962,947.6727549,Basic,Bank transfer,No,Both,No,TV,38.08542264,101.0557363,42,Comedy,2.8983278864999997,0,Female,18,Yes,Unknown,66V1KPHQMM,0,
30,12.16971708,614.1966064,Premium,Credit card,Yes,Both,Yes,Mobile,5.54222692,68.76965173,41,Drama,2.691152923,6,Male,9,Yes,Unknown,G55J3RXYSJ,0,
5,8.918884997,44.59442499,Unknown,Bank transfer,No,Movies,No,TV,29.14832344,89.33032327,4,Sci-Fi,2.8983278864999997,5,Male,13,Yes,Unknown,CLJPBTJR01,1,
94,7.626840925,614.1966064,Basic,Unknown,No,Movies,No,Computer,15.50263451,32.64060755,9,Action,2.377997566,1,Male,9,No,Yes,RFQJOFKVYH,1,
85,12.16988764,728.869204,Premium,Bank transfer,Yes,TV Shows,No,Mobile,37.90154614,140.9532847,8,Comedy,2.897521029,2,Male,0,No,Unknown,TCI2ZYA2OH,0,
49,14.96593141,733.3306391,Premium,Credit card,No,Both,No,TV,34.25518684,88.39879326,38,Fantasy,2.8983278864999997,6,Male,18,No,Unknown,QTQ705NK8P,0,
98,17.5674048,1721.605671,Standard,Credit card,No,Movies,Yes,Tablet,12.68955631,96.42690087,1,Comedy,2.063543029,3,Male,18,No,Unknown,6OAKAQPYJI,0,
34,18.32147921,622.930293,Standard,Credit card,Yes,Both,Yes,Computer,27.90326643,56.93922885,9,Unknown,2.689210112,0,Female,1,Yes,Unknown,X8S5TM85UM,0,
109,13.1858775,1437.260648,Premium,Electronic check,Yes,Both,Yes,TV,20.027451,55.3818715,39,Sci-Fi,1.725705837,4,Male,2,Yes,Yes,YSXKQ3NPQY,0,
106,10.23545292,1084.958009,Basic,Unknown,Yes,Movies,No,Mobile,1.476191971,111.611972,10,Comedy,3.97489169,9,Female,2,Yes,Yes,AWOJ9P08XG,1,
9,19.00963683,171.0867315,Basic,Electronic check,Yes,Both,No,Mobile,14.13959531,104.3774409,29,Action,3.257769638,0,Male,10,No,Yes,4HWEZXFWH7,0,
27,9.704060053,262.0096214,Premium,Electronic check,No,Both,Yes,TV,2.095646565,132.4632055,24,Drama,2.8983278864999997,7,Female,11,No,Unknown,08SXSQQO8U,0,
116,14.56517492,1689.56029,Standard,Unknown,Yes,Movies,Yes,TV,19.06038495,111.7958462,39,Action,3.914221938,2,Male,5,No,Unknown,FU217ZFBHN,0,
66,18.63775103,1230.091568,Premium,Bank transfer,No,TV Shows,No,Mobile,9.234129416,166.0504758,2,Action,2.319555041,9,Male,13,No,No,OX3OJ9LAOC,0,
44,12.7465546,560.8484022,Unknown,Electronic check,No,TV Shows,Yes,Computer,6.587382518,147.2456685,13,Action,2.601699941,5,Male,16,No,Unknown,768I1YHH7G,0,
82,12.16988764,1480.443582,Premium,Credit card,Yes,TV Shows,Yes,Tablet,2.251525328,32.93240275,38,Unknown,1.657997085,8,Female,24,No,Unknown,VLBQICLTAV,0,
12,13.7695569,165.2346828,Basic,Credit card,Yes,TV Shows,No,Mobile,35.65509565,120.3266358,40,Action,3.969553741,7,Female,12,Yes,Unknown,WWD6Y3ULXF,1,
3,15.45744072,46.37232215,Standard,Bank transfer,Yes,Both,Yes,TV,30.66081031,179.2337024,13,Comedy,2.8983278864999997,5,Male,9,No,Unknown,2S21P19IE6,0,
90,5.594978677,503.5480809,Premium,Credit card,Yes,Both,No,TV,19.38040521,58.70349873,39,Unknown,1.956337991,2,Male,10,No,Unknown,S96XIOR9FL,0,
49,5.2234862,255.9508238,Standard,Electronic check,No,Movies,No,Mobile,17.70975366,58.95425805,27,Unknown,1.042814778,6,Male,1,No,Unknown,G5BUY00PBY,0,
80,12.16988764,732.4327426,Premium,Electronic check,Yes,TV Shows,No,Computer,17.42052387,80.98677639,22,Comedy,2.8983278864999997,0,Male,10,Yes,Unknown,FGMG7KDSFT,0,
20,7.702870792,154.0574158,Basic,Unknown,No,Both,No,Computer,4.422933327,16.21840675,45,Drama,3.838567826,2,Male,6,No,No,YRVS588TVB,0,
70,13.90492367,614.1966064,Standard,Credit card,No,Both,No,TV,9.938960681,53.21801254,12,Fantasy,1.759799638,9,Male,23,No,Unknown,FFEZ8R3G30,1,
32,18.37299144,587.9357259,Unknown,Bank transfer,Yes,Both,No,TV,34.78813987,179.7520235,44,Unknown,3.370744895,3,Female,19,Yes,Unknown,R9VPT2RPRA,0,
99,12.16988764,614.1966064,Standard,Bank transfer,No,TV Shows,Yes,Computer,16.94662251,89.95777355,33,Drama,1.724816478,7,Female,23,Yes,Unknown,ZKH0WXMBF8,1,
2,12.16988764,35.45376784,Standard,Credit card,Yes,Movies,Yes,TV,27.88002795,161.784377,39,Sci-Fi,1.89646722,2,Male,0,No,Unknown,SSD3NJ3SCF,0,
25,17.78024501,444.5061252,Premium,Credit card,Yes,Both,Yes,Tablet,15.50790387,105.6218531,5,Unknown,4.92568755,0,Female,14,No,Unknown,O1DY5I2K38,0,
2,12.16988764,36.53024825,Standard,Unknown,No,TV Shows,Yes,Computer,34.28306563,75.1127255,13,Fantasy,2.331878882,8,Male,15,No,Unknown,TGEF0EK30G,1,
42,19.76660767,614.1966064,Standard,Bank transfer,Yes,TV Shows,Yes,Computer,16.17375208,68.74974897,42,Fantasy,1.552485826,4,Female,2,Yes,Unknown,215HXHXMIP,0,
9,5.810228268,52.29205441,Standard,Unknown,Yes,Both,No,Mobile,25.13603396,12.24514444,1,Fantasy,2.71862981,2,Male,1,No,Unknown,F144Y0MZYF,0,
113,12.16988764,1015.570769,Unknown,Electronic check,Yes,TV Shows,No,TV,27.02709363,95.28086406,2,Action,2.818623456,9,Male,15,Yes,Unknown,9Q7PGYX2ML,0,
36,12.16988764,614.1966064,Premium,Credit card,No,Both,No,Mobile,8.673304111,42.30847207,17,Comedy,3.7293346,7,Male,19,Yes,Unknown,5S8VIJ1SPR,0,
12,16.67472077,200.0966492,Standard,Unknown,No,Both,Yes,Computer,12.74468898,59.52846283,11,Action,3.166832767,7,Male,3,No,Unknown,BSJOYKXFOF,1,
37,7.119745185,263.4305719,Basic,Bank transfer,Yes,Movies,Yes,Tablet,5.809649449,153.979709,34,Action,2.8983278864999997,9,Male,4,Yes,Unknown,5QHZAWJTSK,0,
90,13.18911776,1187.020598,Premium,Credit card,Yes,Movies,Yes,Mobile,25.29139954,81.6431563,9,Drama,1.017080838,1,Female,2,No,Unknown,FWE2IWZ2IY,0,
8,9.776640944,78.21312755,Premium,Bank transfer,No,TV Shows,Yes,TV,24.27898843,55.37462029,12,Unknown,2.8983278864999997,2,Male,23,No,Unknown,R5WTS42FQX,0,
88,15.86805955,1396.38924,Premium,Electronic check,Yes,TV Shows,No,Mobile,23.8031895,27.22156854,2,Comedy,1.464379489,6,Female,13,No,Unknown,AFSTLSA6VX,0,
97,12.24091967,1187.369208,Basic,Credit card,Yes,Both,Yes,TV,3.757465902,69.12565754,49,Fantasy,2.8983278864999997,1,Male,2,Yes,Unknown,7PFAESWLUG,0,
76,7.355371287,559.0082178,Basic,Mailed check,No,Movies,No,Mobile,10.43156433,139.3186329,26,Unknown,3.041006641,2,Female,2,No,Unknown,CP0X04KOHF,0,
89,8.685508092,773.0102202,Premium,Unknown,No,Both,Yes,Tablet,1.693786695,82.14212764,17,Fantasy,1.000181141,7,Female,10,Yes,Unknown,UX0P88HD6V,0,
70,8.912613505,623.8829454,Premium,Credit card,Yes,Both,Yes,Tablet,19.49612246,5.534880667,29,Comedy,2.163977649,9,Male,11,Yes,Unknown,88RTQHPWSG,0,
68,14.44025529,981.9373596,Standard,Unknown,Yes,Movies,Yes,Mobile,35.89304932,9.268435544,25,Drama,4.288308432,2,Female,3,No,Unknown,5OCID8BHEW,0,
74,12.16988764,414.260322,Premium,Unknown,Yes,TV Shows,Yes,Mobile,14.37624093,128.0712825,20,Drama,4.518431759,1,Male,20,Yes,Unknown,YUFCD3JN10,0,
12,16.31422892,195.7707471,Standard,Credit card,No,TV Shows,Yes,Computer,22.71824589,70.555487,44,Sci-Fi,1.17416538,9,Male,4,No,Unknown,Z063Z6FRXV,0,
26,14.13270737,614.1966064,Standard,Bank transfer,Yes,Movies,No,Mobile,14.41868216,103.2589207,1,Fantasy,1.755556013,0,Male,23,No,Unknown,V7MPOFNWOL,0,
48,12.47692038,614.1966064,Premium,Bank transfer,Yes,Both,No,Mobile,33.93557501,129.4565507,24,Action,2.8983278864999997,4,Male,17,No,No,OLOK1MPMO0,0,
8,7.044229777,614.1966064,Premium,Electronic check,No,TV Shows,Yes,Computer,39.69461475,96.73984767,47,Action,1.684984431,1,Female,3,Yes,Unknown,0SP0JX7K3P,0,
87,5.857584262,614.1966064,Standard,Credit card,Yes,Movies,Yes,Mobile,32.73717025,175.4119686,28,Unknown,2.8983278864999997,8,Male,0,Yes,Unknown,TFCWJR9ERG,0,
79,9.076915258,614.1966064,Standard,Credit card,No,TV Shows,No,Tablet,20.3148163,142.2285846,25,Unknown,4.925269988,4,Male,3,No,Yes,OEQMIG31TH,0,
28,17.29895331,484.3706927,Premium,Unknown,Yes,Both,Yes,TV,14.46124179,119.5886567,3,Action,2.983964822,5,Female,7,Yes,Unknown,7J5ERF1RP7,1,
29,19.7730644,614.1966064,Premium,Unknown,Yes,TV Shows,Yes,Computer,32.26727065,104.1917407,28,Drama,2.124282813,7,Female,3,Yes,Unknown,VZNFPQ7OPL,0,
97,7.526143641,730.0359332,Premium,Mailed check,No,TV Shows,No,TV,2.906560667,165.0296321,46,Action,3.119507649,8,Female,3,Yes,Unknown,AYRVF49YC9,0,
31,10.57937646,327.9606703,Basic,Mailed check,Yes,Both,No,Tablet,7.10337319,93.60951446,48,Fantasy,4.110661851,1,Female,13,No,Unknown,6NXDS63B13,0,
62,12.16988764,698.1092468,Unknown,Unknown,No,Movies,No,Computer,38.91737004,49.83536569,37,Action,2.120500022,7,Unknown,11,Yes,No,H6VMPX84E9,0,
94,9.334496818,877.4427009,Premium,Bank transfer,Yes,Movies,Yes,Computer,38.8440241,109.4666771,14,Fantasy,2.8983278864999997,7,Female,14,No,Unknown,BLGA7AOJHI,0,
40,7.73824531,614.1966064,Premium,Bank transfer,Yes,Both,No,TV,26.92223581,99.97950656,17,Action,2.011069325,2,Male,11,Yes,Unknown,V36SY33B4H,0,
64,12.16988764,1273.924665,Premium,Electronic check,No,TV Shows,No,Mobile,7.817863953,87.88249095,9,Action,4.273986838,9,Male,7,No,Unknown,LB2MHX8FEB,0,
96,12.16988764,1158.950932,Premium,Bank transfer,Yes,TV Shows,Yes,TV,3.089016573,166.4527746,37,Unknown,4.716338837,2,Female,2,Yes,Unknown,YC0L35CZIF,0,
116,15.57769699,1807.012851,Standard,Unknown,No,TV Shows,No,Mobile,36.92422838,91.56048306,15,Sci-Fi,3.535111823,9,Female,3,No,Unknown,X6S7FH7IWY,1,
58,12.16988764,696.1261035,Basic,Electronic check,No,TV Shows,Yes,TV,2.096493567,21.8347468,48,Comedy,2.8983278864999997,3,Male,17,No,Unknown,DACORV2BKQ,0,
13,18.30305654,614.1966064,Premium,Unknown,Yes,Both,No,Mobile,16.3964484,24.52157367,44,Sci-Fi,4.120705228,0,Male,1,No,Unknown,N5TQ6QRKTP,0,
110,18.57939771,2043.733748,Standard,Credit card,No,Movies,Yes,TV,3.52168853,103.220908,0,Drama,2.943234537,2,Unknown,2,No,Unknown,5XB2ABJNMG,0,
28,18.35375206,513.9050577,Premium,Unknown,Yes,TV Shows,No,Tablet,8.725930398,7.649101236,5,Comedy,1.158020167,8,Male,21,Yes,Unknown,99JDHBH75L,1,
15,13.56415522,203.4623282,Premium,Electronic check,Yes,TV Shows,No,Unknown,18.14778197,110.8069522,10,Drama,2.8983278864999997,7,Female,15,Yes,Unknown,ZF9I4H4P59,1,
69,9.323831352,643.3443633,Basic,Credit card,Yes,Both,Yes,Computer,25.92477351,84.00101508,38,Action,2.153326951,1,Female,18,No,Yes,99JBII1AWD,0,
105,14.24683607,1495.917788,Standard,Bank transfer,Yes,Movies,Yes,Tablet,12.05735822,92.36419632,4,Fantasy,2.8983278864999997,9,Female,12,No,Unknown,D17A5U1OJS,0,
63,9.72047473,612.389908,Premium,Unknown,Yes,Both,Yes,Computer,15.59196412,17.34714669,35,Sci-Fi,1.035078157,0,Female,2,No,Unknown,MX66HEBBSJ,0,
112,19.8589319,2224.200373,Premium,Bank transfer,No,Both,Yes,Computer,13.00460878,68.58821093,19,Fantasy,2.8983278864999997,8,Unknown,4,No,No,FMP6QS9A7C,0,
35,18.39223427,614.1966064,Premium,Electronic check,Yes,TV Shows,Yes,TV,12.97073985,163.4468873,9,Unknown,3.58358421,6,Female,10,No,Yes,E2IE1IRI9S,0,
7,12.16988764,614.1966064,Basic,Credit card,No,TV Shows,No,TV,29.35409533,64.34250748,4,Drama,2.8983278864999997,9,Female,0,No,Unknown,V2Z7KTL03M,1,
1,11.5828817,11.5828817,Standard,Credit card,No,Both,Yes,Unknown,2.29881631,76.09527183,44,Sci-Fi,2.955194167,8,Male,4,No,Unknown,6913KN86KU,0,
53,6.447270605,341.7053421,Standard,Unknown,Yes,Movies,No,TV,30.42498007,18.9511822,20,Sci-Fi,2.8983278864999997,9,Male,1,No,Unknown,LXNJ66WZ7B,0,
37,12.16988764,600.0889638,Basic,Bank transfer,Yes,TV Shows,No,Computer,3.547012856,158.702032,25,Sci-Fi,2.8983278864999997,0,Female,12,No,Unknown,ALYMWR7W6O,0,
44,17.03210471,749.4126072,Standard,Bank transfer,Yes,Movies,Yes,Computer,3.702542849,99.62172951,19,Fantasy,1.557271813,1,Male,16,Yes,Unknown,YIDW19N83Z,0,
107,9.840610913,1052.945368,Premium,Credit card,Yes,Both,No,Computer,5.27585295,23.42776082,47,Action,2.8983278864999997,5,Male,19,Yes,Unknown,E983P7PY52,1,
19,6.961005494,132.2591044,Premium,Bank transfer,Yes,Both,Yes,Computer,11.12360345,151.3147785,46,Drama,4.294037368,0,Male,24,No,Unknown,LCQ99APM9V,0,
24,15.13947828,363.3474786,Standard,Unknown,No,TV Shows,No,Unknown,24.36414542,68.72747333,48,Action,3.038646084,1,Male,21,Yes,Unknown,1HTWTCLURB,0,
17,17.47098797,297.0067955,Premium,Bank transfer,Yes,TV Shows,No,Mobile,29.32176291,106.3673485,6,Drama,2.142336899,1,Female,12,Yes,Unknown,6OB63KC191,0,
73,12.04051229,878.9573972,Standard,Bank transfer,No,TV Shows,Yes,Computer,6.036429616,16.47713868,47,Drama,1.436425073,6,Male,16,No,Unknown,IBFCQKDH1T,0,
94,12.16988764,777.5842213,Premium,Credit card,Yes,Both,Yes,Tablet,38.1439852,142.8754309,21,Drama,4.182221523,5,Male,0,No,Yes,ZV78E41WP4,0,
53,6.925092846,367.0299208,Premium,Credit card,Yes,Both,No,Unknown,5.394655552,64.57486728,8,Drama,4.584438516,0,Female,8,Yes,Unknown,7VEWYVW0OE,0,
28,10.90056007,305.2156821,Premium,Electronic check,No,TV Shows,No,TV,11.07614867,11.91737676,14,Drama,1.57422736,9,Female,14,Yes,Unknown,79I6EYWF7V,1,
11,12.16988764,144.6304077,Basic,Credit card,Yes,Movies,No,Mobile,1.466302301,128.9092853,46,Sci-Fi,2.487704331,8,Male,8,Yes,Unknown,5WET5CW3YP,1,
60,17.45306452,1047.183871,Standard,Electronic check,No,Movies,No,Mobile,2.70370876,118.7910063,40,Fantasy,3.445155002,8,Female,13,No,Unknown,9Q1P61OLQP,0,
111,17.97268094,1994.967584,Standard,Unknown,Yes,Movies,No,Mobile,39.38288501,51.28917995,21,Action,4.976389742,4,Male,9,No,Unknown,ORTIRMKBBH,0,
114,18.93599882,2158.703866,Standard,Unknown,Yes,Both,No,Tablet,20.31370857,8.884336656,26,Comedy,4.164570461,2,Female,1,No,Unknown,I7T48I0NC7,0,
77,17.72534867,614.1966064,Premium,Bank transfer,Yes,Both,Yes,Mobile,7.173032627,81.17693489,38,Sci-Fi,2.8983278864999997,2,Male,21,No,Unknown,WW6U8YQ5DL,0,
62,7.424946841,460.3467042,Premium,Credit card,No,TV Shows,No,Computer,15.06630274,68.13473039,30,Fantasy,1.265363974,6,Female,13,Yes,Unknown,CV9FGMWS9E,0,
27,16.09704491,614.1966064,Unknown,Credit card,No,Both,No,TV,18.66144152,134.3286264,11,Comedy,2.69723729,0,Male,8,Yes,Unknown,EY29CCDIS2,0,
84,7.874547284,661.4619719,Premium,Unknown,No,Movies,No,TV,11.17857016,47.769162,11,Action,3.896390081,5,Female,13,No,Unknown,Y7HJ3BEVOR,0,
91,14.76816364,614.1966064,Basic,Electronic check,Yes,TV Shows,No,Mobile,28.16165388,133.404229,3,Fantasy,1.501512459,0,Female,15,No,Unknown,RD5FFJ532Q,0,
57,6.705564802,382.2171937,Premium,Electronic check,Yes,Both,Yes,Mobile,2.829470233,48.66256055,32,Fantasy,2.567352648,2,Male,1,No,Unknown,Z1SDMRYG3K,0,
108,15.02274097,1622.456025,Basic,Electronic check,Yes,Movies,No,Computer,28.56864618,35.2227116,33,Sci-Fi,2.8983278864999997,4,Male,16,Yes,Unknown,PANUHY0K9R,0,
7,8.927906145,62.49534301,Basic,Credit card,No,TV Shows,Yes,Tablet,15.51652151,97.71186142,20,Sci-Fi,2.8983278864999997,1,Female,19,Yes,Unknown,SKB6Q90WV3,1,
47,13.10294945,615.838624,Basic,Credit card,No,Both,No,Mobile,21.92149095,40.24045622,46,Sci-Fi,3.178695942,1,Male,8,No,Unknown,4468G8KNMM,0,
30,15.20546846,614.1966064,Standard,Bank transfer,No,TV Shows,Yes,Unknown,21.53564006,74.05831383,46,Sci-Fi,4.499442217,9,Female,15,Yes,Unknown,5W8I9QOUMH,1,
85,12.16988764,573.1982368,Basic,Bank transfer,Yes,Movies,Yes,Computer,6.793497754,82.97418684,13,Action,1.493633559,6,Male,0,Yes,Unknown,C08JO27O1S,0,
105,12.69036593,1332.488423,Standard,Bank transfer,Yes,Both,Yes,Unknown,9.161204139,118.1014908,40,Drama,4.718125947,7,Female,1,No,Unknown,MGHLPNA0DB,0,
51,12.16988764,735.1257884,Basic,Unknown,Yes,Both,Yes,Unknown,9.153633432,132.3591788,19,Fantasy,2.8983278864999997,4,Female,2,No,Unknown,T91XWC5Z8S,0,
73,12.16988764,649.8423839,Premium,Unknown,Yes,TV Shows,No,Unknown,24.11138638,159.2488958,4,Comedy,1.209440558,4,Male,18,Yes,Unknown,O04GL1CJXC,0,
46,12.0585702,554.6942293,Basic,Unknown,No,Movies,Yes,Unknown,21.33410001,104.3775834,28,Drama,2.8983278864999997,8,Female,17,No,Yes,Q8FHDK59AH,1,
7,12.9425284,90.59769882,Unknown,Credit card,No,Both,No,Mobile,31.08018396,92.78145147,29,Comedy,2.8983278864999997,8,Male,6,No,Unknown,LU1UWBW0SJ,0,
71,12.16988764,560.3703222,Premium,Unknown,No,Movies,Yes,TV,27.68981709,53.99670328,32,Fantasy,1.687620844,5,Female,11,No,Unknown,B4X6BWEJ3O,0,
94,9.869606638,927.743024,Basic,Electronic check,Yes,TV Shows,Yes,Computer,24.52595326,50.92253491,44,Comedy,2.8983278864999997,4,Male,10,No,Unknown,BXICXP3AD7,0,
23,9.335622828,214.719325,Basic,Mailed check,No,Both,No,Mobile,37.11696584,47.78624091,45,Comedy,4.57786409,9,Male,22,Yes,Unknown,3HSZUJ4N4F,0,
65,5.49164353,356.9568294,Premium,Bank transfer,No,TV Shows,Yes,Computer,39.94018885,59.35370564,19,Action,4.337731845,1,Female,23,Yes,Unknown,SWD7LYTD9E,0,
73,12.16988764,1136.77693,Standard,Electronic check,Yes,TV Shows,Yes,Computer,27.17135311,8.497119928,36,Comedy,1.22403005,4,Unknown,16,Yes,Unknown,WNYX39NL5W,0,
118,11.3120024,1334.816284,Premium,Credit card,Yes,Movies,No,Computer,18.56298186,82.05478998,21,Action,1.055106542,5,Female,21,Yes,Unknown,PAPP9BNPZA,0,
89,8.182721984,728.2622566,Standard,Credit card,No,Movies,No,Mobile,19.77449412,156.4381446,16,Sci-Fi,1.880752513,7,Female,13,No,Unknown,3G8L5NAW23,0,
105,8.885810412,933.0100933,Premium,Unknown,Yes,Movies,Yes,Computer,6.650081274,106.3774429,29,Action,2.868028541,7,Male,24,Yes,Unknown,1KB02AC1A8,0,
97,10.5775804,614.1966064,Basic,Credit card,No,TV Shows,No,TV,37.56044782,58.20395971,20,Fantasy,3.154774122,9,Male,17,Yes,Unknown,KJ4SW2VMY4,0,
39,16.89281272,658.819696,Unknown,Bank transfer,Yes,Both,No,Mobile,32.41816435,71.23048862,11,Comedy,1.76908557,0,Female,9,No,Unknown,84IZQT91G0,0,
106,9.755786913,1034.113413,Basic,Electronic check,Yes,Both,Yes,Mobile,31.80976824,176.0624604,46,Sci-Fi,2.8983278864999997,6,Male,20,No,Unknown,VCUEFFSXD0,0,
88,12.16988764,1033.969116,Standard,Bank transfer,Yes,TV Shows,Yes,TV,6.93061752,32.31734184,36,Comedy,1.046685832,2,Male,21,Yes,Yes,BDVE7NSJGZ,0,
69,15.30343162,614.1966064,Basic,Credit card,No,Both,Yes,Computer,19.81752655,47.57057014,39,Comedy,2.160314796,3,Male,24,Yes,Yes,KS4HZSUQP3,0,
106,12.80810791,1357.659438,Standard,Mailed check,Yes,Movies,No,TV,28.16452974,96.2843738,21,Drama,2.8983278864999997,4,Male,10,No,Unknown,UR74N2FR4T,0,
37,13.88262363,513.6570743,Basic,Credit card,Yes,Both,Yes,Computer,36.95793953,85.52221185,36,Comedy,3.385729137,2,Male,16,Yes,Unknown,UODYGBU9LQ,0,
76,12.16988764,614.1966064,Standard,Electronic check,No,Both,Yes,Computer,31.52919397,137.3661366,16,Unknown,2.8983278864999997,8,Female,4,No,Unknown,66I6XTWLX8,0,
62,19.66108872,614.1966064,Basic,Bank transfer,Yes,Both,Yes,TV,38.79163832,66.30844388,41,Unknown,2.239427119,7,Female,4,Yes,Unknown,MBW4492OHO,0,
82,12.16988764,1441.256565,Standard,Unknown,No,TV Shows,Yes,Mobile,27.36317929,48.2358419,41,Fantasy,2.789069318,6,Female,12,No,Unknown,SEAZXTCVV5,0,
55,18.95784218,1042.68132,Premium,Credit card,Yes,Both,No,Mobile,22.47139836,160.9807489,49,Drama,2.8983278864999997,4,Female,6,No,Unknown,0QNQARS50C,0,
109,13.85073543,614.1966064,Standard,Unknown,Yes,Both,No,TV,29.54107789,155.4985476,32,Sci-Fi,1.695521785,0,Female,3,No,Unknown,RZUB4PA36O,0,
93,12.16988764,614.1966064,Basic,Electronic check,Yes,Both,Yes,TV,6.291089281,123.1828817,37,Fantasy,2.213698778,5,Female,19,No,Unknown,SC0PFQVRQP,0,
28,12.56763921,351.8938978,Standard,Electronic check,Yes,Both,Yes,TV,8.868128408,40.76469131,20,Fantasy,3.067584787,0,Female,20,Yes,Unknown,KO08A4M1MO,0,
78,12.76816316,995.9167265,Premium,Electronic check,No,Both,Yes,TV,13.15460582,23.91225734,40,Comedy,1.456896338,2,Male,13,Yes,Unknown,ZO073B6JIP,0,
37,8.406970361,311.0579034,Premium,Mailed check,No,Both,No,Mobile,5.669360091,144.8671488,43,Fantasy,4.028399453,5,Male,3,Yes,Unknown,VGPR4ZHOZK,0,
112,15.43065324,1728.233162,Premium,Bank transfer,Yes,Both,Yes,Computer,9.341575593,154.9118145,14,Action,2.8983278864999997,1,Female,21,Yes,Unknown,TDS79JX46W,0,
68,12.16988764,439.9206654,Basic,Electronic check,No,Both,No,Tablet,36.05038931,103.3944471,22,Sci-Fi,3.526487904,7,Female,15,No,Unknown,ZY3BIDO8KR,0,
69,7.345694723,506.8529359,Premium,Bank transfer,No,Movies,Yes,TV,25.21440113,130.1977742,13,Drama,1.296345667,5,Male,3,No,Unknown,ID5EBX9Y32,0,
39,12.16988764,460.9855606,Standard,Bank transfer,Yes,TV Shows,Yes,Unknown,11.7214901,112.3595935,29,Drama,3.015116099,2,Male,12,No,Unknown,AAPUO6PL66,0,
5,16.77890162,83.89450812,Standard,Credit card,Yes,TV Shows,No,Tablet,16.5997915,146.2807272,31,Unknown,2.8983278864999997,9,Male,14,No,Unknown,EZMIIGEQ6B,0,
